Query,Title,ID,Similarity,Release_Date,Developer,Summary,Platforms,Genres,Rating,Plays,Playing,Backlogs,Wishlist,Lists,Reviews
Assassin's Creed,Assassin's Creed Mobile,5705,0.5118537329114533,"Oct 08, 2007",Gameloft,"Assassin's Creed is a mobile game made by Gameloft, a sister company of Ubisoft, that was released in 2007, alongside the main game. The game featured Altaïr Ibn-La'Ahad in the Third Crusade as he tried to redeem his honor.",Mobile,Adventure | Platform,2.2,99.0,0.0,5.0,5.0,3.0,3.0
Assassin's Creed,Assassin's Creed II: Bonfire of the Vanities,24820,0.508142747800149,"Feb 18, 2010",Ubisoft Montreal | Ubisoft Entertainment,"The Bonfire of the Vanities was the second of two downloadable content packs developed by Ubisoft for Assassin's Creed II. 

The DLC included access to the Oltrarno District of Florence, as well as three Templar Lairs, which were previously exclusive to special editions of the game.",Windows PC | Xbox 360 | PlayStation 3,Adventure,3.0,153.0,0.0,11.0,4.0,20.0,9.0
final fantasy,Final Fantasy ++,21743,0.8340880305106553,"Jan 20, 2007",,"Final Fantasy ++ (or Final Fantasy Double-Plus, or Final Fantasy Plus Plus) is a “re-imagining” of the very first Final Fantasy game.",NES,RPG,,3.0,0.0,2.0,1.0,3.0,0.0
final fantasy,Final Fantasy: The 4 Heroes of Light,16504,0.762416970283613,"Oct 29, 2009",Square Enix | Matrix Software,"With FINAL FANTASY: The 4 Heroes of Light, the FINAL FANTASY series is rendered anew as an epic storybook adventure by the creators of the FINAL FANTASY III and FINAL FANTASY IV Nintendo DS remakes. Players will enter a beautiful fairy-tale world featuring illustrations and character designs by acclaimed character designer Akihiko Yoshida (FINAL FANTASY III for DS, FINAL FANTASY XII).",Nintendo DS,RPG,3.1,263.0,11.0,250.0,77.0,97.0,18.0
final fantasy,Final Fantasy Anthology,20989,0.7481884881700132,"Sep 30, 1999",Square | Square Electronic Arts,Final Fantasy Anthology is a North American compilation of Final Fantasy V and Final Fantasy VI for the Sony PlayStation. The European edition comes with a port of Final Fantasy IV.,PlayStation,Adventure | RPG,3.5,209.0,0.0,68.0,15.0,39.0,5.0
final fantasy,Final Fantasy Origins,6889,0.73154704540271,"Oct 31, 2002",Square | Square Enix,Final Fantasy Origins is a compilation of Final Fantasy and Final Fantasy II for the PlayStation. It is the re-release of remastered versions on the PlayStation platform.,PlayStation,Adventure | RPG,3.4,366.0,15.0,128.0,29.0,69.0,26.0
final fantasy,Final Fantasy Agito,32157,0.7073690549846806,"May 14, 2014",Square Enix,"Final Fantasy Agito was a free-to-play video game for iOS and Android platforms in Japan and is a follow-up to Final Fantasy Type-0. The game was a legitimate entry in the Fabula Nova Crystallis: Final Fantasy series, and Hajime Tabata and Takeharu Ishimoto returned as producer and composer respectively.",Android | iOS,Adventure | RPG,2.9,7.0,0.0,8.0,8.0,10.0,0.0
final fantasy,Final Fantasy X-2 HD Remaster,5417,0.6875976883886266,"Dec 26, 2013",Square Enix,"Final Fantasy X-2 HD Remaster was released individually in the Japan and Asia regions. Outside of these regions, only Final Fantasy X has a physical release, but it includes a download code for Final Fantasy X-2. Those who pick up both Final Fantasy X and Final Fantasy X-2 on PlayStation Vita can swap saves between systems to transfer data between the standalone Vita version and the PlayStation 3 counterpart.",Windows PC | PlayStation 4 | PlayStation 3 | Xbox One | PlayStation Vita | Nintendo Switch,Adventure | RPG,3.2,307.0,29.0,320.0,35.0,78.0,22.0
final fantasy,Final Fantasy X HD Remaster,2345,0.6875976883886266,"Dec 26, 2013",Square Enix,"Final Fantasy X HD Remaster was released individually in the Japan and Asia regions. Outside of these regions, only Final Fantasy X has a physical release, but it includes a download code for Final Fantasy X-2. Those who pick up both Final Fantasy X and Final Fantasy X-2 on PlayStation Vita can swap saves between systems to transfer data between the standalone Vita version and the PlayStation 3 counterpart.",Windows PC | PlayStation 4 | PlayStation 3 | Xbox One | PlayStation Vita | Nintendo Switch,Adventure | RPG,4.2,1000.0,57.0,347.0,100.0,166.0,48.0
final fantasy,Final Fantasy for Android,25310,0.6830521783883026,TBD,,,,,,0.0,0.0,0.0,0.0,1.0,0.0
final fantasy,Final Fantasy Explorers-Force,19964,0.6808137775893106,"Mar 15, 2018",Square Enix,"A mobile RPG with up to 5 player co-op set in the Final Fantasy universe. 
You can choose between classes common to the Final Fantasy series and temporarily transform into famous characters from Final Fantasy games to take on the summoned beasts rampaging throughout the world.",Android | iOS,Adventure | RPG,,1.0,0.0,1.0,1.0,2.0,0.0
final fantasy,Final Fantasy X-2,1292,0.652084211992271,"Mar 13, 2003",Square | Square Enix,"Final Fantasy X-2 is the direct sequel to Final Fantasy X, developed and published by Square Enix. It was the first direct sequel game in the Final Fantasy series and the first to feature an all-female playable cast. It also returned to the job system not seen in the main series since Final Fantasy V.
The game uses a character class system where the equipped dressphere determines her abilities and stats. Party members can switch to any dressphere in their Garment Grid to swap to new skills and adapt to different opponents. It makes use of the Active Time Battle system that was absent from Final Fantasy X. The party has access to all locations early on and can visit them through the Celsius, complete several minigames and sidequests in a chapter before progressing through the story to the next one.",PlayStation 2,Adventure | RPG,3.1,2900.0,65.0,1500.0,294.0,495.0,100.0
final fantasy,Final Fantasy IV,926,0.639624660308384,"Jul 19, 1991",Square Enix | Square,"FINAL FANTASY IV is the fourth main installment in the FINAL FANTASY series, developed and published by Squaresoft. It was released in July 1991 for the Super Nintendo Entertainment System in Japan, and released as FINAL FANTASY II in North America in October 1991 with alterations made due to Nintendo of America's guidelines at the time.
The game saw a rerelease in Japan on the WonderSwan Color and a global release on PlayStation under its original name as part of the FINAL FANTASY CHRONICLES and FINAL FANTASY ANTHOLOGY collections.",Wii U | PlayStation 3 | Super Famicom | Wii | PlayStation | WonderSwan Color | PlayStation Vita | PlayStation Portable | New Nintendo 3DS,RPG,3.7,3000.0,75.0,1100.0,421.0,613.0,125.0
final fantasy,Final Fantasy XVI,515,0.6298694676538436,"Jun 22, 2023",Square Enix,Final Fantasy XVI is an upcoming action role-playing game developed and published by Square Enix. It is the sixteenth game in the mainline Final Fantasy series and will be released for the PlayStation 5. It is being produced by Naoki Yoshida and directed by Hiroshi Takai.,Windows PC | PlayStation 5,RPG,,83.0,83.0,1200.0,3100.0,509.0,11.0
final fantasy,Final Fantasy: World Wide Words,39570,0.621430510962262,"Sep 16, 2014","GREE, Inc. | Square Enix","Final Fantasy World Wide Words was a free-to-play typing role-playing mobile game for Android and iOS developed by Square Enix. The game featured characters and monsters from various installments of Final Fantasy. 

Final Fantasy World Wide Words features 30 playable characters, with at least one from each of the main installments of Final Fantasy.",Android | iOS,Adventure | RPG,,0.0,0.0,1.0,0.0,5.0,0.0
final fantasy,Final Fantasy IX,194,0.6057144991295212,"Jul 07, 2000",Square | Square Electronic Arts,"Final Fantasy IX is the ninth main installment in the FF series. The title is a return to the series's roots, with gameplay features and references to the past games featuring throughout, as well as a medieval fantasy setting and cartoonish art style as a break from the sci-fi slant style of Final Fantasy VII and Final Fantasy VIII.",PlayStation 3 | PlayStation | PlayStation Vita | PlayStation Portable,RPG | Turn Based Strategy,4.3,7500.0,367.0,3900.0,1400.0,1800.0,368.0
final fantasy,Final Fantasy: Brave Exvius,4964,0.6045421873520006,"Oct 22, 2015",A-Lim | Square Enix,"Final Fantasy: Brave Exvius a brand-new FINAL FANTASY experience, will launch for free (with in-app purchases) on iOS and Android devices this summer. The hit title has already drawn in more than six million players in Japan and is an entirely new role-playing adventure for the mobile generation. The title brings the classic FINAL FANTASY lore with legendary heroes from the franchise.",Android | iOS,Adventure | RPG,2.5,373.0,20.0,29.0,15.0,37.0,12.0
final fantasy,Theatrhythm: Final Bar Line,713,0.5970146216099617,"Feb 16, 2023",Square Enix,"Theatrhythm: Final Bar Line is a game in the Final Fantasy musical spin-off series, packed with 385 music tracks from across the whole Final Fantasy series.",PlayStation 4 | Nintendo Switch,Music | RPG,4.3,500.0,192.0,161.0,300.0,206.0,100.0
final fantasy,Final Fantasy Digital Card Game,16229,0.5919700696423167,"Jul 09, 2019",Square Enix,In Final Fantasy Digital Card Game you’ll make your own decks consisting of various characters from the Final Fantasy series as well as numerous summons in pixel art form.,Windows PC | Android | iOS,Strategy,,1.0,0.0,0.0,0.0,0.0,0.0
final fantasy,Mobius Final Fantasy,4779,0.5914149106291755,"Jun 04, 2015",Square Enix,"MOBIUS FINAL FANTASY, made by the team behind the official Final Fantasy series, is a groundbreaking RPG specially crafted for mobile devices. 
The player controls Wol, a man who wakes with amnesia in the world of Palamecia, and must help conquer the dark forces attacking its people. The game features gameplay elements from previous Final Fantasy titles, including leveling, exploration via standard navigation and fast-travel systems, and turn-based combat tied to a job system. Common themes were also drawn from the original Final Fantasy title, such as ""warriors of light"" and their fight against chaos and darkness.",Windows PC | Android | iOS,RPG | Turn Based Strategy,2.4,180.0,0.0,22.0,8.0,30.0,5.0
final fantasy,Theatrhythm: Final Fantasy,3211,0.5890563451697497,"Feb 16, 2012","indieszero Co., Ltd. | Square Enix",Theatrhythm Final Fantasy features a hybrid of music rhythm gameplay with RPG elements. Adorably re-designed heroes from the catalogue of FINAL FANTASY titles will set out on an adventure to combat memorable villains with the rhythmic taps of the player's stylus.,iOS | Nintendo 3DS,Music | RPG,3.4,771.0,4.0,110.0,76.0,91.0,15.0
final fantasy,Final Fantasy: Unlimited with U,14911,0.5818034842800937,TBD,,A game for the iPhone based on the television anime Final Fantasy: Unlimited.,,,,1.0,0.0,0.0,0.0,3.0,0.0
Monster hunter,Bigfoot Monster Hunter,20751,0.7859610112586344,TBD,,,,,,1.0,0.0,0.0,0.0,0.0,0.0
Monster hunter,Monster Hunter 4 Ultimate,1488,0.7525233586876705,"Oct 11, 2014",Capcom,"Monster Hunter 4 Ultimate (called Monster Hunter 4G in Japan) is the newest installment in the popular Monster Hunter series, which has sold more than 28 million units worldwide to date. In Monster Hunter 4 Ultimate, players will take on the role of a hunter that joins up with a traveling caravan to explore new lands and towns along the way. This grand adventure will include hundreds of quests to take on a variety of extraordinary creatures that yield valuable resources used for weapons and equipment. Launching on Nintendo 3DS, Monster Hunter 4 Ultimate represents the biggest leap forward ever for the series with more new content and exciting features than ever before. Also, for the first time ever for the Monster Hunter series on a handheld system, players will be able to join up with friends over the internet via the Nintendo Wi-Fi Connection, as well as the previously available local wireless option.",Nintendo 3DS,Adventure | RPG,4.2,2300.0,82.0,481.0,181.0,302.0,119.0
Monster hunter,Monster Hunter: World - Collector's Edition,26630,0.7486762986685926,"Jan 26, 2018",Capcom,"Monster Hunter: World - Collector's Edition contains:
Deluxe Kit product download code.
Nergigante figure.
Monster Hunter: World special soundtrack.
Monster Hunter: World artbook ""Monster Designs"".",PlayStation 4 | Xbox One,Brawler | RPG,,3.0,0.0,0.0,0.0,1.0,0.0
Monster hunter,Monster Hunter Portable 3rd,3993,0.7178670821561899,"Dec 01, 2010",Capcom,"Monster Hunter Portable 3rd is a game in the Monster Hunter franchise for the PlayStation Portable system that was released in Japan on December 1, 2010. The game was released, as a part of the PlayStation Portable Remaster series, on PlayStation 3.The game introduces new regions, monsters, and a revised Felyne combat system. Monster Hunter Portable 3rd is not an update to Monster Hunter Freedom Unite or Monster Hunter Tri. Monster Hunter Portable 3rd is instead separate to the rest of the series, and most of the game has been entirely remade.However, it is also a successor to Monster Hunter Freedom Unite as the third game in the Portable series.",PlayStation Portable,RPG,4.0,448.0,26.0,99.0,56.0,51.0,16.0
Monster hunter,Monster Hunter 2,17408,0.6899252137141064,"Feb 16, 2006",Capcom,"Monster Hunter 2 has an improved weapon tree and upgradeable armors. As in all Monster Hunter games, armor pieces can be worn to obtain skills and abilities. A new feature in Monster Hunter 2 is the use of gems. Gems add skill points to complement those added by armor and weapons. Gems are created by combining ore and/or monster parts. Gems can be attached and detached from armor and weapons that have special gem slots.
Along with the various species of monster returning from the first Monster Hunter, Monster Hunter 2 contains many new monsters, such as the metallic wind dragon Kushala Daora, the lion-headed dragon Teo Teskatoru (named Teostra in the North American and PAL versions of Monster Hunter Freedom 2) and his female counterpart Nana Teskatory (named Lunastra in the North American and PAL versions of MHF2), the primates Babakonga and Dodobrango (Congalala and Blangonga in MHF2), the bull or minotaur-like monster Rajang, and the chameleon-like dragon Oonazuchi (Chameleos in MHF2). With new monsters also comes the prospect of new weapons and armor.",PlayStation 2,Platform | RPG,3.3,120.0,6.0,72.0,49.0,34.0,5.0
